,filename,x1,y1,x2,y2,id
269,frame129.jpg,4,219,134,688,11
270,frame129.jpg,76,221,283,720,9
271,frame129.jpg,514,259,582,516,4
272,frame13.jpg,975,149,1206,647,1
273,frame13.jpg,173,140,463,714,2
274,frame13.jpg,582,226,699,598,3
275,frame13.jpg,467,251,587,586,4
276,frame13.jpg,929,296,1022,517,5
277,frame13.jpg,689,207,791,511,6
278,frame13.jpg,794,272,831,387,7
279,frame130.jpg,708,177,860,596,6
280,frame130.jpg,867,233,975,510,1
281,frame130.jpg,420,242,548,614,2
282,frame130.jpg,219,300,398,712,9
283,frame130.jpg,1175,190,1280,709,11
284,frame130.jpg,577,259,657,520,3
285,frame130.jpg,2,214,136,700,11
286,frame130.jpg,85,214,280,703,9
287,frame131.jpg,423,244,552,605,2
288,frame131.jpg,709,177,862,599,6
289,frame131.jpg,866,232,972,509,1
290,frame131.jpg,1170,179,1278,715,11
291,frame131.jpg,219,300,401,713,9
292,frame131.jpg,577,259,654,519,3
293,frame131.jpg,2,214,141,685,11
294,frame131.jpg,84,226,297,711,9
295,frame131.jpg,514,256,582,514,4
296,frame132.jpg,709,179,861,603,6
297,frame132.jpg,421,241,555,611,2
298,frame132.jpg,863,232,973,509,1
299,frame132.jpg,1163,171,1277,712,11
300,frame132.jpg,218,302,398,718,9
301,frame132.jpg,576,259,656,518,3
302,frame132.jpg,0,208,145,698,11
303,frame132.jpg,89,219,285,701,9
304,frame133.jpg,423,245,555,603,2
305,frame133.jpg,710,178,861,609,6
306,frame133.jpg,860,231,973,508,1
307,frame133.jpg,1158,180,1277,713,11
308,frame133.jpg,576,260,654,519,3
309,frame133.jpg,230,300,397,720,9
310,frame133.jpg,0,218,153,696,11
311,frame133.jpg,81,221,283,697,9
312,frame133.jpg,22,216,235,697,11
313,frame134.jpg,707,173,861,606,6
314,frame134.jpg,425,243,554,601,2
315,frame134.jpg,862,232,972,508,1
316,frame134.jpg,228,306,403,717,9
317,frame134.jpg,578,260,653,517,3
318,frame134.jpg,0,217,152,710,11
319,frame134.jpg,1153,177,1279,715,11
320,frame134.jpg,76,229,290,706,9
321,frame135.jpg,710,168,862,610,6
322,frame135.jpg,425,244,555,600,2
323,frame135.jpg,861,232,972,508,1
324,frame135.jpg,0,214,142,699,11
325,frame135.jpg,236,298,403,718,9
326,frame135.jpg,1154,182,1277,719,11
327,frame135.jpg,579,262,653,518,3
328,frame135.jpg,65,226,292,707,9
329,frame136.jpg,432,242,555,594,2
330,frame136.jpg,712,180,859,618,6
331,frame136.jpg,860,232,971,508,1
332,frame136.jpg,0,216,147,700,11
333,frame136.jpg,579,261,653,518,3
334,frame136.jpg,237,304,405,720,9
335,frame136.jpg,1147,204,1277,720,11
336,frame136.jpg,74,231,298,708,9
337,frame137.jpg,704,175,866,616,6
338,frame137.jpg,432,243,556,595,2
339,frame137.jpg,1142,168,1278,715,11
340,frame137.jpg,858,232,972,506,1
341,frame137.jpg,0,217,152,696,11
342,frame137.jpg,579,260,653,516,3
343,frame137.jpg,245,299,404,720,9
344,frame137.jpg,90,224,302,704,9
345,frame138.jpg,709,175,865,622,6
346,frame138.jpg,433,242,557,595,2
347,frame138.jpg,1141,168,1280,717,11
348,frame138.jpg,858,234,970,505,1
349,frame138.jpg,251,304,409,716,9
350,frame138.jpg,0,221,156,696,11
351,frame138.jpg,580,262,652,516,3
352,frame138.jpg,92,223,291,704,9
353,frame139.jpg,708,171,864,625,6
354,frame139.jpg,1133,171,1276,720,11
355,frame139.jpg,861,240,969,503,1
356,frame139.jpg,433,246,556,598,2
357,frame139.jpg,249,300,409,713,9
358,frame139.jpg,0,220,167,701,11
359,frame139.jpg,94,223,291,703,9
360,frame139.jpg,580,264,652,515,3
361,frame14.jpg,973,152,1204,648,1
362,frame14.jpg,179,138,460,715,2
363,frame14.jpg,583,227,700,588,3
364,frame14.jpg,467,251,589,586,4
365,frame14.jpg,929,295,1022,517,5
366,frame14.jpg,689,206,791,511,6
367,frame14.jpg,794,273,831,387,7
368,frame140.jpg,708,171,866,628,6
369,frame140.jpg,1135,191,1276,720,11
370,frame140.jpg,0,222,165,703,11
371,frame140.jpg,863,234,966,502,1
372,frame140.jpg,434,245,560,597,2
373,frame140.jpg,252,300,412,714,9
374,frame140.jpg,110,217,295,702,9
375,frame140.jpg,581,266,650,515,3
376,frame141.jpg,709,170,865,628,6
377,frame141.jpg,863,235,965,503,1
378,frame141.jpg,435,246,560,595,2
379,frame141.jpg,2,213,167,704,11
380,frame141.jpg,255,304,414,712,9
381,frame141.jpg,101,232,301,698,9
382,frame141.jpg,1136,179,1278,720,11
383,frame141.jpg,583,268,649,514,3
384,frame142.jpg,711,170,867,627,6
385,frame142.jpg,1124,182,1275,720,11
386,frame142.jpg,863,237,964,503,1
387,frame142.jpg,434,247,559,593,2
388,frame142.jpg,0,218,169,706,11
389,frame142.jpg,260,305,416,711,9
390,frame142.jpg,103,226,299,704,9
391,frame142.jpg,582,267,648,515,3
392,frame143.jpg,1117,187,1278,718,11
393,frame143.jpg,708,172,868,628,6
394,frame143.jpg,862,236,964,503,1
395,frame143.jpg,436,249,559,591,2
396,frame143.jpg,1,214,162,708,11
397,frame143.jpg,266,304,421,712,9
398,frame143.jpg,581,265,649,518,3
399,frame143.jpg,99,227,306,709,9
400,frame144.jpg,707,170,872,628,6
401,frame144.jpg,862,238,964,503,1
402,frame144.jpg,1118,195,1278,716,11
403,frame144.jpg,4,219,176,709,11
404,frame144.jpg,436,249,561,591,2
405,frame144.jpg,274,305,421,709,9
406,frame144.jpg,96,224,311,709,9
407,frame144.jpg,583,267,649,517,3
408,frame145.jpg,1114,190,1279,720,11
409,frame145.jpg,708,171,871,632,6
410,frame145.jpg,862,240,964,502,1
411,frame145.jpg,2,220,172,698,11
412,frame145.jpg,438,248,561,588,2
413,frame145.jpg,274,300,422,707,9
414,frame145.jpg,113,218,303,705,9
415,frame145.jpg,583,265,650,518,3
416,frame146.jpg,1114,194,1279,720,11
417,frame146.jpg,712,166,872,623,6
418,frame146.jpg,864,240,961,503,1
419,frame146.jpg,439,248,560,588,2
420,frame146.jpg,266,302,422,708,9
421,frame146.jpg,8,214,177,699,11
422,frame146.jpg,113,225,309,708,9
423,frame146.jpg,583,264,651,519,3
424,frame147.jpg,1108,199,1278,718,11
425,frame147.jpg,710,164,870,640,6
426,frame147.jpg,863,239,960,503,1
427,frame147.jpg,104,226,309,710,9
428,frame147.jpg,442,248,566,587,2
429,frame147.jpg,272,298,422,704,9
430,frame147.jpg,12,221,178,696,11
431,frame147.jpg,582,266,649,519,3
432,frame148.jpg,1103,205,1274,714,11
433,frame148.jpg,711,165,869,643,6
434,frame148.jpg,863,240,960,507,1
435,frame148.jpg,439,244,570,586,2
436,frame148.jpg,280,304,426,706,9
437,frame148.jpg,18,205,171,702,11
438,frame148.jpg,116,226,316,702,9
439,frame148.jpg,585,265,650,520,3
440,frame149.jpg,1100,207,1276,717,11
441,frame149.jpg,862,241,960,505,1
442,frame149.jpg,715,149,875,646,6
443,frame149.jpg,117,225,316,710,9
444,frame149.jpg,283,315,427,711,9
445,frame149.jpg,440,250,569,583,2
446,frame149.jpg,583,261,648,518,3
447,frame149.jpg,9,159,181,690,11
448,frame15.jpg,175,144,460,715,2
449,frame15.jpg,972,153,1200,644,1
450,frame15.jpg,582,227,698,585,3
451,frame15.jpg,466,251,587,587,4
452,frame15.jpg,929,297,1019,514,5
453,frame15.jpg,688,207,790,511,6
454,frame15.jpg,794,273,831,387,7
455,frame150.jpg,1091,211,1276,715,11
456,frame150.jpg,716,156,873,645,6
457,frame150.jpg,862,241,959,503,1
458,frame150.jpg,444,254,574,579,2
459,frame150.jpg,284,310,431,708,9
460,frame150.jpg,120,227,322,701,9
461,frame150.jpg,584,264,649,519,3
462,frame150.jpg,9,170,188,705,11
463,frame150.jpg,688,298,714,385,13
464,frame151.jpg,1096,202,1277,710,11
465,frame151.jpg,863,240,958,504,1
466,frame151.jpg,714,145,874,649,6
467,frame151.jpg,443,256,571,585,2
468,frame151.jpg,584,265,649,515,3
469,frame151.jpg,119,226,326,702,9
470,frame151.jpg,0,137,196,698,11
471,frame151.jpg,298,311,436,703,9
472,frame151.jpg,688,297,715,385,13
473,frame152.jpg,1092,211,1274,706,11
474,frame152.jpg,716,150,872,651,6
475,frame152.jpg,863,241,959,502,1
476,frame152.jpg,445,256,571,582,2
477,frame152.jpg,124,231,335,707,9
478,frame152.jpg,0,139,191,716,11
479,frame152.jpg,584,264,650,517,3
480,frame152.jpg,299,309,441,706,9
481,frame152.jpg,687,297,715,385,13
482,frame153.jpg,1089,209,1275,706,11
483,frame153.jpg,717,151,873,654,6
484,frame153.jpg,864,241,957,504,1
485,frame153.jpg,118,233,336,703,9
486,frame153.jpg,446,255,573,583,2
487,frame153.jpg,0,149,204,720,11
488,frame153.jpg,298,310,442,711,9
489,frame153.jpg,586,261,649,516,3
490,frame153.jpg,687,298,715,385,13
491,frame154.jpg,716,161,873,648,6
492,frame154.jpg,1088,203,1275,707,11
493,frame154.jpg,865,242,954,504,1
494,frame154.jpg,448,260,571,587,2
495,frame154.jpg,127,234,344,698,9
496,frame154.jpg,300,308,443,716,9
497,frame154.jpg,0,159,234,714,11
498,frame154.jpg,586,259,650,517,3
499,frame154.jpg,688,297,715,385,13
